carat	 color	 clarity	 depth	 table	 price	 x	 y	 z	 heavy	 cut_now
0.9	 I	 VS1	62.8	59	3447	6.11	6.18	3.86	1	2
0.9	 H	 SI1	62.8	62	3447	6.05	6.09	3.81	1	2
0.9	 H	 SI1	61	59	3447	6.11	6.16	3.74	1	3
0.9	 H	 SI1	62.3	63	3447	6.06	6.13	3.8	1	3
0.9	 H	 SI1	58.7	59	3447	6.3	6.35	3.71	1	3
0.7	 G	 IF	60	59	3447	5.75	5.79	3.46	0	4
0.9	 H	 SI1	62.1	61	3447	6.07	6.11	3.78	1	2
0.76	 E	 VS2	60.5	56	3447	5.98	5.95	3.61	0	4
0.7	 D	 VS2	62.7	57	3448	5.65	5.67	3.55	0	5
0.72	 G	 VVS2	60.1	60	3449	5.79	5.82	3.49	0	3
1.04	 I	 SI2	61.6	58	3449	6.47	6.58	4.02	1	3
0.9	 E	 SI2	64.2	54	3449	6.08	6.11	3.91	1	3
0.9	 E	 SI1	63.8	56	3449	6.17	6.09	3.91	1	2
1	 E	 SI2	62.9	61	3450	6.3	6.23	3.94	1	4
1	 E	 SI2	64.3	58	3450	6.18	6.11	3.95	1	2
0.72	 D	 VS2	62.1	54	3450	5.76	5.81	3.59	0	5
1	 E	 SI2	62.9	56	3450	6.32	6.3	3.97	1	5
1	 E	 SI2	62.9	56	3450	6.32	6.3	3.97	1	5
1	 E	 SI2	61	59	3450	6.4	6.33	3.88	1	4
1.01	 E	 I1	62	57	3450	6.41	6.37	3.96	1	5
0.7	 G	 VVS2	59.3	54	3450	5.89	5.78	3.46	0	4
0.77	 F	 VVS2	60.5	56	3450	5.94	5.9	3.58	0	4
1	 E	 SI2	58.5	59	3450	6.62	6.51	3.84	1	4
0.7	 G	 VS2	61.6	56	3451	5.7	5.73	3.52	0	5
1.02	 J	 VVS2	62.7	57	3451	6.45	6.37	4.02	1	5
0.93	 H	 SI2	61.9	57	3452	6.25	6.31	3.89	1	3
0.9	 G	 SI2	63.1	55	3452	6.16	6.13	3.88	1	3
0.84	 E	 SI1	58.8	58	3453	6.16	6.28	3.66	1	3
0.73	 E	 SI1	61.5	56	3453	5.79	5.82	3.57	0	5
0.82	 F	 VS2	61.9	57	3453	5.99	5.96	3.7	1	5
0.91	 H	 SI2	60.9	61	3453	6.24	6.18	3.78	1	4
0.9	 F	 SI2	63.9	55	3453	6.15	6.12	3.92	1	2
0.74	 F	 VS2	61.9	57	3454	5.79	5.81	3.59	0	5
0.3	 E	 VS1	63	57	568	4.25	4.29	2.69	0	3
0.36	 H	 VS2	63.5	54	568	4.55	4.59	2.9	0	2
0.36	 I	 VS1	60.5	57	568	4.56	4.59	2.77	0	5
0.36	 I	 VS1	63.3	56	568	4.51	4.56	2.87	0	2
0.36	 H	 VS2	62.1	55	568	4.57	4.58	2.84	0	5
0.36	 I	 VS1	62.1	56	568	4.55	4.59	2.84	0	5
0.3	 D	 VS2	63.1	58	568	4.26	4.3	2.7	0	2
0.36	 H	 VS2	62.1	55	568	4.57	4.61	2.85	0	5
0.3	 E	 VS1	63.2	57	568	4.26	4.29	2.7	0	2
0.36	 H	 VS2	60	62	568	4.58	4.62	2.76	0	3
0.36	 I	 VS1	60.9	61	568	4.58	4.61	2.8	0	3
0.36	 I	 VS1	60.3	60	568	4.58	4.64	2.78	0	3
0.36	 I	 VS1	62.1	57	568	4.54	4.58	2.83	0	5
0.26	 E	 VVS2	60.5	55	569	4.1	4.16	2.5	0	3
0.35	 J	 IF	61.8	55	569	4.54	4.56	2.81	0	5
0.35	 J	 IF	61.8	53	569	4.58	4.61	2.84	0	5
0.3	 F	 VS2	61.1	55	569	4.37	4.32	2.66	0	5
0.3	 F	 VS2	62.3	58	569	4.26	4.23	2.64	0	5
0.33	 I	 VVS1	61.7	55.7	570	4.43	4.45	2.74	0	5
0.41	 G	 SI2	63.7	55	570	4.7	4.75	3.01	0	2
0.3	 F	 VS1	63.7	56	570	4.26	4.28	2.72	0	2
0.3	 E	 VS2	61.7	60	570	4.28	4.31	2.65	0	4
0.3	 F	 VS1	61.7	56	570	4.32	4.34	2.67	0	5
0.3	 F	 VS1	61	56	570	4.35	4.37	2.66	0	5
0.3	 F	 VS1	61	58	570	4.33	4.36	2.65	0	4
0.3	 F	 VS1	61	60	570	4.3	4.22	2.6	0	3
0.3	 F	 VS1	61.3	55	570	4.32	4.36	2.66	0	5
0.3	 F	 VS1	62.6	57	570	4.29	4.34	2.7	0	5
0.23	 F	 VVS2	61.3	59	571	3.99	3.94	2.43	0	4
0.36	 I	 VVS2	59.7	55	571	4.65	4.69	2.79	0	3
0.74	 D	 VS2	62.2	56	3454	5.79	5.81	3.61	0	5
0.78	 D	 SI2	61.4	57	3454	5.91	5.94	3.64	0	5
0.7	 D	 SI1	61.8	56	3454	5.7	5.72	3.53	0	5
0.96	 H	 SI2	56.7	62	3454	6.51	6.39	3.66	1	2
1.02	 E	 I1	60.4	62	3455	6.47	6.52	3.92	1	3
1.02	 J	 SI2	61.4	60	3455	6.5	6.44	3.97	1	4
0.9	 I	 SI1	62.3	57	3455	6.12	6.15	3.82	1	5
1.02	 E	 SI2	62.3	56	3455	6.42	6.37	3.98	1	5
0.75	 D	 VS2	62.4	55	3456	5.83	5.8	3.63	0	5
0.86	 E	 SI1	62.3	54	3456	6.13	6.07	3.8	1	5
0.94	 F	 SI2	62.4	58	3456	6.23	6.17	3.87	1	4
0.71	 F	 VS1	62.1	56	3457	5.69	5.75	3.55	0	5
0.9	 F	 SI2	61.1	54	3457	6.29	6.27	3.84	1	4
1.05	 J	 SI2	60.9	60	3457	6.59	6.51	3.99	1	4
0.9	 F	 SI2	63.1	58	3457	6.13	6.11	3.86	1	3
0.9	 F	 SI2	63.1	56	3457	6.18	6.12	3.88	1	3
0.9	 F	 SI2	61.6	58	3457	6.23	6.15	3.81	1	4
1.5	 H	 I1	60.1	57	3457	7.4	7.28	4.42	1	4
1.04	 J	 SI2	62.8	57	3459	6.44	6.5	4.06	1	3
1.02	 G	 I1	61.2	56	3459	6.47	6.5	3.97	1	5
0.9	 J	 VVS2	62.5	61	3459	6.15	6.08	3.82	1	4
0.73	 G	 VS1	60.9	59	3459	5.79	5.83	3.54	0	5
0.72	 D	 VVS2	60	57	3459	5.92	5.84	3.53	0	4
0.82	 G	 VS1	63.3	56	3460	5.96	5.98	3.78	1	3
0.8	 F	 VS1	63.7	56	3460	5.87	5.9	3.75	1	3
1.03	 F	 SI2	62.6	57	3461	6.44	6.4	4.02	1	5
0.71	 F	 VVS1	61.8	55	3461	5.71	5.77	3.55	0	3
1.01	 G	 SI2	65.1	58	3461	6.29	6.21	4.07	1	1
1.01	 G	 SI2	61.5	58	3461	6.51	6.44	3.98	1	4
1.06	 F	 SI2	62.7	56	3461	6.52	6.47	4.07	1	5
1.01	 I	 SI2	62.9	58	3461	6.34	6.31	3.98	1	4
0.74	 D	 VS1	62.3	58	3461	5.79	5.77	3.6	0	4
1.01	 G	 SI2	64	59	3461	6.34	6.31	4.05	1	2
0.96	 I	 VS2	59.8	57	3462	6.42	6.39	3.83	1	5
0.74	 E	 VS1	61.1	58	3462	5.81	5.84	3.56	0	4
0.75	 E	 VS1	62	55	3462	5.83	5.88	3.66	0	5
1.01	 J	 SI2	63.5	59	3462	6.3	6.36	4.02	1	3
0.81	 D	 SI1	63.1	57	3462	5.91	5.94	3.74	1	3
0.74	 G	 VVS2	62.2	57	3462	5.75	5.79	3.59	0	5
0.73	 F	 VVS2	61.7	54	3463	5.82	5.76	3.57	0	5
0.91	 D	 SI2	62	62	3463	6.16	6.25	3.85	1	3
0.73	 H	 VVS2	61.6	56	3463	5.8	5.82	3.57	0	5
0.7	 D	 VS1	60.4	62	3463	5.73	5.76	3.47	0	2
0.71	 E	 VS1	62.6	59	3464	5.68	5.76	3.58	0	3
0.71	 E	 VS1	61.6	59	3464	5.65	5.72	3.5	0	3
0.9	 I	 SI2	60.5	56	3464	6.22	6.24	3.77	1	3
0.73	 D	 VS2	61.6	56	3464	5.78	5.82	3.57	0	5
0.71	 E	 VS1	60.4	57	3464	5.75	5.81	3.49	0	5
0.71	 E	 VS1	59.4	61	3464	5.8	5.89	3.47	0	2
1	 I	 SI2	63.9	60	3465	6.26	6.3	4.01	1	2
1	 J	 SI2	62.1	56	3465	6.34	6.41	3.96	1	5
1	 J	 SI1	61.9	62	3465	6.33	6.36	3.93	1	3
0.56	 D	 VVS1	61.9	56	3465	5.28	5.32	3.28	0	5
0.71	 D	 VS1	62.9	56	3465	5.65	5.7	3.57	0	3
0.9	 F	 SI2	63.4	60	3465	6.06	6.09	3.85	1	3
0.72	 E	 VS1	62.5	57	3465	5.73	5.76	3.59	0	5
0.9	 F	 SI2	65.9	60	3465	5.98	6.01	3.95	1	2
0.9	 H	 SI1	64.4	58	3465	6.04	6.08	3.9	1	2
1.25	 I	 SI2	60.5	64	3465	6.91	6.82	4.15	1	2
1.03	 G	 SI2	63.9	60	3466	6.33	6.37	4.06	1	2
0.73	 E	 VS1	59	61	3466	5.88	5.92	3.48	0	2
0.73	 D	 VS2	61.4	56	3467	5.81	5.78	3.56	0	5
0.9	 F	 SI2	61.3	60	3468	6.18	6.22	3.8	1	3
0.55	 D	 VVS2	60.8	56	3468	5.29	5.32	3.23	0	5
0.55	 D	 VVS2	61.5	56	3468	5.26	5.28	3.24	0	5
0.55	 D	 VVS2	60.8	56	3468	5.31	5.34	3.24	0	5
0.7	 F	 VS2	61	55	3468	5.74	5.79	3.52	0	5
0.77	 H	 VS1	61.3	56	3468	5.91	5.97	3.64	0	5
0.9	 I	 SI1	62.1	59	3468	6.2	6.17	3.84	1	4
1.11	 I	 SI2	62.5	56	3469	6.63	6.55	4.12	1	4
0.73	 E	 VS2	61.7	57	3470	5.75	5.78	3.55	0	5
0.9	 F	 SI2	57.9	62	3470	6.23	6.35	3.64	1	2
0.7	 D	 VS1	62.5	60	3471	5.62	5.67	3.53	0	4
0.8	 F	 VS2	62.1	60	3471	5.86	5.92	3.66	1	3
0.8	 F	 VS1	63.6	56	3471	5.83	5.94	3.74	1	3
0.73	 E	 VS1	61.4	55	3471	5.8	5.82	3.57	0	5
0.7	 D	 SI1	61.6	57	3471	5.69	5.74	3.52	0	5
0.7	 D	 SI1	61.8	55	3471	5.72	5.74	3.54	0	5
0.73	 E	 VS1	60.8	61	3471	5.77	5.8	3.52	0	2
0.7	 E	 VS1	62.1	56	3472	5.7	5.66	3.53	0	5
1	 H	 SI2	61	60	3472	6.42	6.36	3.9	1	4
1	 I	 SI1	58.5	55	3472	6.47	6.42	3.77	1	5
0.88	 H	 VS2	63.2	57	3472	6.08	6.15	3.87	1	3
0.78	 G	 VS1	61.5	55	3472	5.92	5.97	3.66	0	3
1	 H	 SI2	63.7	58	3472	6.28	6.15	3.96	1	2
1	 H	 SI2	59	58	3472	6.62	6.5	3.87	1	4
1	 H	 SI2	66.1	59	3472	6.18	6.13	4.07	1	1
0.9	 D	 SI2	60.3	63	3473	6.22	6.12	3.72	1	3
0.9	 D	 SI2	60.3	64	3473	6.14	6.1	3.69	1	2
0.9	 D	 SI2	64.9	57	3473	6.03	5.98	3.9	1	1
0.9	 D	 SI2	63	58	3473	6.16	6.12	3.87	1	4
0.9	 D	 SI2	64.5	61	3473	6.1	6	3.9	1	1
0.9	 I	 VS2	63.1	57	3473	6.12	6.09	3.85	1	3
0.78	 D	 VS2	63	58	3473	5.86	5.8	3.67	0	4
0.91	 H	 SI1	60.9	58	3475	6.22	6.26	3.8	1	4
0.72	 H	 VVS2	60.9	56	3475	5.78	5.84	3.54	0	5
0.84	 I	 VS2	61.7	55	3475	6.07	6.11	3.76	1	5
0.74	 D	 VS2	59.8	58	3476	5.9	5.94	3.54	0	3
0.7	 D	 VS1	61.6	58	3477	5.67	5.73	3.51	0	3
0.8	 F	 VS1	59	60.9	3477	6.03	6.04	3.56	1	2
1.01	 F	 SI2	64.8	55	3477	6.37	6.26	4.1	1	1
0.91	 J	 VS2	61.9	59	3478	6.11	6.16	3.8	1	3
0.7	 F	 VVS2	61	57	3478	5.73	5.75	3.5	0	5
0.72	 G	 VS1	61.6	56	3478	5.75	5.78	3.55	0	5
0.72	 G	 VS1	61.3	56	3478	5.75	5.8	3.54	0	5
0.72	 G	 VS1	61.2	57	3478	5.76	5.79	3.53	0	5
0.72	 G	 VS1	61.7	56	3478	5.75	5.78	3.56	0	5
0.72	 G	 VS1	61.4	56	3478	5.75	5.79	3.55	0	5
0.72	 G	 VS1	61.8	56	3478	5.74	5.76	3.55	0	5
0.72	 G	 VS1	60.3	57	3478	5.82	5.86	3.52	0	5
0.72	 G	 VS1	61.5	57	3478	5.74	5.79	3.54	0	5
0.72	 G	 VS1	61	55	3478	5.81	5.83	3.55	0	5
0.72	 G	 VS1	60.4	57	3478	5.81	5.84	3.52	0	5
0.86	 E	 SI2	60	56	3478	6.22	6.24	3.74	1	5
0.9	 G	 SI2	62.4	55	3478	6.17	6.13	3.84	1	4
0.9	 G	 SI2	60.3	63	3478	6.33	6.25	3.79	1	3
0.9	 I	 VS2	61.6	58	3478	6.15	6.09	3.77	1	4
0.71	 D	 VS1	61.6	58	3479	5.78	5.72	3.54	0	4
0.96	 D	 SI2	60.2	63	3480	6.3	6.36	3.81	1	3
1.13	 H	 I1	62.7	59	3480	6.58	6.63	4.14	1	4
0.71	 F	 VS1	61.3	56	3480	5.76	5.78	3.53	0	5
0.9	 H	 SI2	61.2	57	3481	6.21	6.27	3.82	1	3
0.9	 H	 SI2	62.3	61	3481	6.15	6.17	3.84	1	3
0.81	 F	 SI1	62.3	55	3481	5.96	6	3.72	1	5
0.83	 E	 SI1	60.7	58	3482	6.06	6.09	3.69	1	4
0.9	 E	 SI2	63.7	56	3482	6.08	6.13	3.89	1	3
0.83	 F	 SI1	62.8	56	3482	5.97	6.01	3.76	1	5
1.01	 H	 SI1	64.4	59	3482	6.22	6.17	3.99	1	1
1.02	 J	 SI1	61.9	60	3483	6.37	6.42	3.96	1	3
0.9	 I	 VS1	63.2	57	3484	6.1	6.05	3.84	1	3
0.9	 I	 VS1	62.9	60	3484	6.09	6.05	3.82	1	4
0.9	 I	 VS1	63.5	57	3484	6.06	6.03	3.84	1	3
0.9	 H	 SI1	63.1	63	3484	6.04	6.1	3.83	1	2
1.01	 I	 VS1	64.2	60	3484	6.35	6.27	4.05	1	2
0.9	 I	 VS1	61.2	61	3484	6.2	6.15	3.78	1	4
1.01	 E	 I1	61.5	65	3484	6.28	6.21	3.84	1	2
0.91	 H	 SI1	63.9	60	3485	6.08	6.13	3.9	1	2
0.98	 F	 SI2	62.3	56	3485	6.44	6.35	3.98	1	4
0.75	 G	 VVS2	62.5	56	3486	5.84	5.78	3.63	0	4
0.74	 D	 VS2	62	57	3487	5.79	5.83	3.6	0	5
0.73	 G	 VVS1	61.6	56	3487	5.77	5.82	3.57	0	5
0.77	 E	 VS1	59.4	61	3488	5.98	5.94	3.54	0	3
0.9	 I	 VS2	63.4	57	3489	6.07	6.1	3.86	1	3
0.9	 I	 VS2	63.4	56	3489	6.09	6.12	3.87	1	3
0.77	 D	 VS2	61.2	59	3489	5.86	5.91	3.6	0	3
0.77	 D	 VS2	63.1	57	3489	5.83	5.86	3.69	0	2
0.9	 G	 SI2	61.4	58	3489	6.16	6.21	3.8	1	3
0.91	 F	 SI2	63.1	56	3489	6.13	6.17	3.88	1	3
0.89	 H	 VS1	60.5	59	3489	6.22	6.17	3.75	1	4
0.92	 J	 VS1	62	55	3489	6.24	6.27	3.88	1	5
0.72	 F	 VS1	61.8	56	3489	5.72	5.77	3.55	0	5
0.9	 G	 SI2	62.7	59	3489	6.04	6.12	3.81	1	2
0.9	 G	 SI2	59.9	58	3492	6.22	6.27	3.74	1	4
0.73	 E	 VS1	61.5	57	3492	5.78	5.83	3.57	0	3
0.9	 H	 SI2	62.1	58	3492	6.1	6.18	3.81	1	3
0.72	 G	 VVS1	62.2	54.4	3492	5.73	5.76	3.57	0	5
0.72	 D	 VS2	62.9	58	3493	5.67	5.71	3.58	0	3
0.73	 F	 VS1	61.4	55	3493	5.81	5.84	3.57	0	5
0.71	 F	 VVS2	60.6	58	3494	5.76	5.79	3.5	0	3
0.8	 E	 VS2	63	56	3494	5.91	5.84	3.7	1	4
0.54	 D	 VVS1	61.2	57	3494	5.25	5.27	3.22	0	5
0.8	 G	 VS2	62.1	57	3494	5.95	6	3.71	1	5
0.78	 E	 VS2	62.8	60	3494	5.86	5.79	3.66	0	4
0.72	 E	 VVS2	61.3	60	3495	5.73	5.76	3.52	0	3
0.74	 G	 VVS2	60.9	58	3495	5.85	5.88	3.57	0	5
0.72	 F	 VS2	61.3	55	3495	5.78	5.83	3.56	0	5
0.72	 D	 VS2	62.6	58	3495	5.7	5.73	3.58	0	5
0.83	 F	 VS2	60.2	60	3495	6.09	6.04	3.65	1	4
1.02	 J	 SI1	61.2	57	3496	6.58	6.43	3.98	1	4
1.02	 G	 SI2	61.8	58	3496	6.47	6.4	3.98	1	4
0.56	 D	 VVS1	61.9	56	3496	5.32	5.28	3.28	0	5
0.91	 F	 SI2	63.5	56	3496	6.16	6.12	3.89	1	3
0.74	 E	 SI1	59.9	56	3497	5.89	5.93	3.54	0	3
0.81	 H	 VVS2	62	57	3497	5.93	5.97	3.69	1	5
0.76	 E	 VS2	61.5	59	3497	5.84	5.86	3.6	0	5
0.74	 E	 SI1	60.8	56	3497	5.85	5.89	3.57	0	5
1.51	 G	 I1	64	59	3497	7.29	7.17	4.63	1	2
0.74	 D	 VS2	62.2	59	3498	5.8	5.84	3.62	0	3
0.9	 J	 VS1	62.4	56	3498	6.15	6.18	3.85	1	5
0.91	 H	 SI2	62.1	56	3498	6.24	6.15	3.85	1	4
1.01	 J	 SI2	61.7	58	3499	6.4	6.44	3.96	1	4
1.01	 J	 SI2	61.8	60	3499	6.37	6.41	3.95	1	4
1.01	 J	 SI1	62.9	57	3499	6.35	6.37	4	1	3
0.62	 F	 VVS1	61.9	56	3499	5.46	5.48	3.38	0	5
0.71	 F	 VVS2	62	57	3499	5.7	5.65	3.52	0	5
0.9	 H	 SI1	63.3	58	3500	6.04	6.13	3.85	1	3
0.93	 H	 VS1	59.1	64	3500	6.36	6.27	3.73	1	2
0.9	 G	 SI2	62.4	56	3500	6.14	6.19	3.85	1	5
0.83	 F	 SI1	61.7	57	3500	6.04	6.08	3.74	1	5
0.9	 H	 VS1	65.9	60	3500	5.99	5.96	3.94	1	1
1.01	 H	 SI2	61.6	56	3501	6.48	6.44	3.98	1	5
0.7	 D	 VS1	61	59	3501	5.79	5.72	3.51	0	4
0.8	 D	 SI1	62.9	60	3502	5.89	5.94	3.72	1	3
0.72	 G	 VVS1	62.2	57	3502	5.72	5.75	3.57	0	5
0.71	 D	 SI1	60.8	57	3502	5.75	5.78	3.5	0	5
0.71	 D	 SI1	61.8	56	3502	5.72	5.76	3.54	0	5
0.71	 D	 SI1	61.4	55	3502	5.78	5.82	3.56	0	5
0.8	 F	 VS2	62.1	60	3502	5.92	5.86	3.66	1	4
0.9	 I	 SI2	61.5	57	3503	6.16	6.19	3.8	1	3
0.85	 E	 SI1	62.8	56	3503	6.05	6.02	3.79	1	5
0.7	 F	 VVS1	61.6	59	3504	5.71	5.76	3.53	0	4
0.71	 G	 VVS2	61.5	56	3504	5.74	5.69	3.52	0	5
0.7	 E	 VS2	61	56	3504	5.74	5.78	3.52	0	5
0.7	 E	 VS2	61.3	57	3504	5.73	5.75	3.52	0	5
0.7	 E	 VS2	60.8	56	3504	5.74	5.78	3.5	0	5
1.52	 H	 I1	64.9	58	3504	7.18	7.13	4.65	1	1
1.2	 I	 I1	61.9	56	3505	6.82	6.85	4.23	1	5
0.9	 D	 SI1	61.9	64	3505	6.09	6	3.74	1	2
0.91	 G	 SI1	63.1	63	3506	6.11	6.16	3.87	1	2
0.83	 E	 SI1	58.4	59	3506	6.22	6.18	3.62	1	4
1.01	 G	 SI2	63.1	55	3507	6.36	6.31	4	1	3
1.01	 H	 SI2	62	60	3507	6.39	6.25	3.92	1	4
0.81	 G	 VS1	63.1	58	3507	5.92	5.96	3.75	1	3
1.01	 F	 SI2	61.8	54	3507	6.47	6.42	3.98	1	4
0.9	 F	 SI2	62.2	61	3507	6.08	6.04	3.77	1	4
0.9	 F	 SI2	61.5	61	3507	6.1	6.06	3.74	1	4
1.03	 F	 I1	61.1	55	3507	6.54	6.51	3.99	1	5
1.19	 E	 I1	60.2	61	3508	6.87	6.91	4.15	1	3
0.9	 E	 SI1	59	59	3508	6.34	6.3	3.73	1	4
0.9	 E	 SI1	63.5	55	3508	6.22	6.12	3.92	1	3
0.9	 E	 SI1	65.5	59	3508	6.06	6.03	3.96	1	1
0.55	 D	 IF	58	62	3509	5.31	5.41	3.12	0	2
0.73	 D	 VS1	61.1	57	3509	5.85	5.81	3.56	0	5
0.9	 E	 SI1	63.8	56	3510	6.09	6.17	3.91	1	2
1.15	 G	 I1	61.2	58	3510	6.74	6.8	4.14	1	3
0.9	 E	 SI1	62.9	57	3510	6.11	6.17	3.86	1	3
0.73	 E	 VS1	61.9	56	3510	5.78	5.81	3.59	0	5
0.73	 E	 VVS2	63.4	58	3511	5.68	5.7	3.61	0	3
0.91	 D	 SI2	58.3	60	3511	6.4	6.33	3.71	1	4
1	 H	 SI1	62.2	51	3511	6.47	6.4	4	1	4
1	 H	 SI1	65.5	57	3511	6.26	6.21	4.08	1	1
1	 H	 SI1	65.5	57	3511	6.26	6.21	4.08	1	1
1.01	 G	 SI2	60.8	63	3512	6.36	6.4	3.88	1	2
1.04	 I	 SI2	61.6	58	3512	6.58	6.47	4.02	1	4
0.9	 G	 SI1	63.9	60	3512	6.1	6.07	3.89	1	2
0.9	 G	 SI1	63.2	62	3512	6.19	6.09	3.88	1	3
1.02	 J	 VS2	61.6	58	3513	6.4	6.35	3.93	1	4
0.82	 F	 VS1	62.1	56	3513	6.02	5.97	3.72	1	4
0.82	 F	 VS2	61.9	57	3514	5.96	5.99	3.7	1	5
0.8	 G	 VS1	62.5	58	3514	5.9	5.94	3.7	1	4
0.81	 H	 SI1	61.9	56	3514	5.92	5.97	3.68	1	5
1.06	 I	 SI2	58.4	62	3515	6.65	6.7	3.9	1	3
0.71	 F	 VS2	61.5	55	3516	5.74	5.77	3.54	0	5
0.71	 F	 VS2	61.8	55	3516	5.74	5.76	3.55	0	5
0.71	 F	 VS2	61.6	56	3516	5.74	5.77	3.54	0	5
0.71	 E	 VS1	62	56	3516	5.72	5.74	3.55	0	5
0.9	 H	 SI2	62	57	3516	6.19	6.17	3.83	1	5
0.76	 E	 VS2	63.4	58	3517	5.76	5.82	3.67	0	3
0.7	 H	 VVS1	61.5	57	3517	5.69	5.73	3.51	0	5
0.74	 D	 SI1	61.8	56	3517	5.84	5.88	3.62	0	5
0.53	 D	 IF	61.5	54	3517	5.27	5.21	3.22	0	5
0.94	 F	 SI2	62.4	58	3518	6.17	6.23	3.87	1	3
0.74	 E	 VS2	60.2	55	3518	5.87	5.92	3.55	0	5
0.71	 D	 VS1	60.9	57	3518	5.74	5.76	3.5	0	5
0.9	 I	 VS2	63.3	58	3519	6.07	6.13	3.86	1	3
0.9	 F	 SI2	60.3	57	3519	6.27	6.34	3.8	1	3
0.9	 F	 SI2	61.1	54	3519	6.27	6.29	3.84	1	3
0.9	 F	 SI2	61.4	57	3519	6.21	6.24	3.82	1	3
0.9	 F	 SI2	61.6	58	3519	6.15	6.23	3.81	1	3
0.9	 F	 SI2	63.1	58	3519	6.11	6.13	3.86	1	2
0.9	 F	 SI2	62.4	59	3519	6.12	6.16	3.83	1	3
0.9	 F	 SI2	62.3	58	3519	6.16	6.19	3.85	1	3
0.9	 F	 SI2	63.1	56	3519	6.12	6.18	3.88	1	2
0.79	 F	 SI1	62.9	57	3519	5.86	5.94	3.71	0	3
1.02	 E	 I1	60.4	62	3519	6.52	6.47	3.92	1	4
1	 E	 I1	61.8	56	3520	6.38	6.43	3.96	1	5
0.91	 E	 SI2	63.1	61	3520	6.04	6.14	3.84	1	2
0.91	 H	 SI1	63.8	60	3520	6	6.16	3.88	1	2
1.02	 I	 SI2	62.9	56	3521	6.45	6.37	4.03	1	5
0.9	 G	 SI2	62.5	56	3521	6.15	6.2	3.86	1	5
0.9	 G	 SI2	61.2	57	3521	6.24	6.28	3.83	1	5
0.93	 G	 SI1	60.9	57	3521	6.29	6.25	3.82	1	5
0.72	 D	 VS1	61.6	56	3522	5.73	5.8	3.55	0	5
0.96	 G	 SI1	56.6	63	3522	6.52	6.39	3.67	1	2
0.73	 F	 VVS2	61.7	54	3524	5.76	5.82	3.57	0	5
0.7	 H	 VVS1	60.3	56	3524	5.77	5.82	3.49	0	5
0.71	 D	 VS1	59.2	56	3524	5.84	5.85	3.46	0	2
1.11	 J	 SI1	59.5	58	3524	6.89	6.77	4.07	1	4
0.75	 G	 VVS2	61.3	55	3525	5.85	5.89	3.59	0	5
0.73	 G	 VS1	61.7	56	3525	5.76	5.79	3.56	0	5
0.9	 E	 SI2	63.2	59	3526	6.1	6.15	3.87	1	3
0.71	 E	 SI1	60.5	56	3527	5.81	5.84	3.53	0	5
0.95	 E	 SI2	58.7	63	3527	6.43	6.37	3.76	1	3
1	 F	 SI1	62.4	58	3528	6.39	6.27	3.95	1	4
1	 G	 SI2	60.3	57	3528	6.51	6.45	3.91	1	5
0.82	 G	 VS2	62.1	56	3528	5.94	5.98	3.7	1	3
0.73	 D	 VS2	61.4	56	3528	5.78	5.81	3.56	0	5
1	 H	 SI2	63.9	58	3528	6.36	6.28	4.03	1	2
1	 J	 SI1	61.9	62	3528	6.36	6.33	3.93	1	4
1	 I	 SI2	63.9	60	3528	6.3	6.26	4.01	1	2
1.24	 E	 I1	61.1	62	3528	6.91	6.86	4.21	1	4
1	 J	 SI2	62.1	56	3528	6.41	6.34	3.96	1	5
0.84	 E	 VS2	62.4	60	3528	6.04	5.98	3.75	1	4
1.05	 J	 VS1	60.6	56	3528	6.59	6.55	3.98	1	5
1.05	 H	 SI2	62	57	3528	6.54	6.5	4.04	1	5
0.92	 I	 SI1	60.7	58	3529	6.3	6.25	3.81	1	4
0.7	 D	 VS1	62.8	54	3529	5.65	5.69	3.56	0	5
1.03	 G	 SI2	65.7	58	3530	6.32	6.26	4.13	1	1
1.03	 I	 SI2	59.8	56	3530	6.64	6.58	3.95	1	5
1.03	 I	 SI2	65.2	56	3530	6.42	6.35	4.16	1	1
0.24	 E	 SI1	59.9	58	571	4.06	4.1	2.44	0	3
0.35	 H	 VS2	61.2	56	571	4.54	4.55	2.78	0	5
0.35	 H	 VS2	61.7	56	571	4.55	4.59	2.82	0	5
0.35	 H	 VS2	61.2	56	571	4.53	4.56	2.78	0	5
0.35	 I	 VS1	61.7	54	571	4.54	4.57	2.81	0	5
0.35	 I	 VS1	62.1	54	571	4.54	4.57	2.83	0	5
0.36	 G	 SI1	61.5	54	571	4.6	4.63	2.84	0	5
0.36	 G	 SI1	61.1	55	571	4.58	4.62	2.81	0	5
0.36	 G	 SI1	61.4	55	571	4.61	4.64	2.84	0	5
0.32	 G	 SI1	62.6	55	571	4.41	4.38	2.75	0	5
0.32	 D	 SI2	64.1	54	571	4.37	4.34	2.79	0	2
0.34	 E	 SI2	63.1	56	571	4.51	4.46	2.83	0	3
0.31	 D	 SI1	62	58	571	4.3	4.35	2.68	0	4
0.31	 D	 SI1	63.5	57	571	4.28	4.32	2.73	0	2
0.31	 D	 SI1	62.3	54	571	4.33	4.37	2.71	0	5
0.31	 D	 SI1	61.4	58	571	4.33	4.36	2.67	0	4
0.31	 D	 SI1	63.4	55	571	4.28	4.3	2.72	0	2
0.31	 D	 SI1	61.9	57	571	4.33	4.36	2.69	0	5
